Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tunisia,TUN,6.54529307282412,2.96230794738606,5.31623531326693,4.62555099534024,4.437371273215,3.62939937384383,5.30884839565841,7.3075917603165,6.72007532863804,5.63415115897623,5.70635020830702,8.30646124447628
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Africa,ZAF,14.3209557277219,5.33895102929217,5.78446909667191,6.12983770287145,4.54064227737914,6.57139642173959,5.18424664766131,4.51716522786587,4.12024587014984,3.21003597454107,4.61167217803201,7.03972661255875
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Morocco,MAR,6.78259401511007,1.89463456763465,1.88065466724083,0.442310053557078,1.55790711346266,1.63531114327061,0.754663249323633,1.8039167114189,0.303386036590361,0.705968661338317,1.4019588396201,6.65704202759063
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 05/10/2023,,,,,,,,,,,,,,,
